city,years,area,rooms,avg_heat_per_m,floor,building_type,heating_type,installation,price
Kaunas,1969,"64,93",3,"35,06",5,Mūrinis,Centrinis,Įrengtas,59000
Vilnius,2007,72,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,166900
Elektrėnų m.,1991,"49,97",2,,5,Blokinis,Centrinis,Įrengtas,60000
Vilnius,1985,"50,36",2,"39,28",2,Blokinis,Centrinis,Įrengtas,83700
Kretingos m.,1987,"43,11",1,,5,Blokinis,Centrinis,Įrengtas,35000
Vilnius,2008,"65,56",2,"25,57",4,Mūrinis,Centriniskolektorinis,Įrengtas,138000
Tauragės m.,1987,51,2,,4,Blokinis,Centrinis,Įrengtas,48000
Šiauliai,1983,"64,61",3,"32,95",7,Monolitinis,Centrinis,Įrengtas,62900
Alytaus r. sav.,1984,"47,39",2,,1,Mūrinis,Elektra,Įrengtas,29000
Marijampolės m.,1975,"33,3",1,,5,Mūrinis,Centrinis,Įrengtas,37000
Kaunas,1976,"60,15",3,"34,89",5,Blokinis,Centrinis,Įrengtas,76500
Alytus,1988,"49,92",2,,5,Mūrinis,Centrinis,Įrengtas,53000
Vilnius,2013,40,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,114500
Kaunas,1970,23,1,,2,Mūrinis,Centrinis,Įrengtas,13500
Marijampolės m.,1988,"77,93",4,,4,Mūrinis,Centrinis,Įrengtas,60000
Klaipėda,1985,28,1,,1,Mūrinis,Dujinis,Įrengtas,47000
Vilnius,1996,44,2,"28,60",8,Blokinis,Centrinis,Įrengtas,86500
Kaunas,1968,"47,16",2,"21,69",3,Blokinis,Centrinis,Įrengtas,56000
Mažeikių m.,1992,50,2,,4,Blokinis,Centriniskolektorinis,Įrengtas,40000
Vilnius,2019,"34,95",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,95000
Šiauliai,1975,50,2,"30,50",4,Mūrinis,Centrinis,Įrengtas,49999
Panevėžys,1992,40,1,,4,Blokinis,Centrinis,Įrengtas,39000
Vilnius,2018,"62,04",3,,2,Mūrinis,Dujinis,Įrengtas,235000
Klaipėda,2009,"70,78",3,,7,Mūrinis,Centriniskolektorinis,Įrengtas,139000
Šiauliai,1971,45,2,,5,Blokinis,Centrinis,Įrengtas,71000
Kaunas,1975,64,3,,3,Blokinis,Centrinis,Įrengtas,85000
Palanga,2018,35,2,,1,Mūrinis,Dujinis,Įrengtas,245000
Kaunas,2018,85,4,,3,Mūrinis,Dujinis,Įrengtas,219000
Vilnius,2015,46,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,166000
Anykščių m.,1995,80,3,,1,Mūrinis,Aeroterminis,Įrengtas,87000
Šalčininkų m.,1980,49,2,,2,Mūrinis,Centrinis,Įrengtas,58000
Joniškio m.,1988,"50,36",2,,1,Blokinis,Centrinis,Įrengtas,27000
Vilnius,1970,"24,64",1,"13,80",3,Mūrinis,Centrinis,Įrengtas,56000
Mažeikių m.,1974,49,3,,4,Blokinis,Centrinis,Įrengtas,37900
Vilnius,1982,"50,43",3,"37,32",3,Blokinis,Centrinis,Įrengtas,105000
Klaipėdos r. sav.,1986,54,2,,5,Mūrinis,Centrinis,Įrengtas,45000
Zarasų r. sav.,1940,"50,2",2,,1,Medinis,Kietukuru,Įrengtas,3500
Elektrėnų m.,1961,"47,89",2,,1,Blokinis,Centrinis,Įrengtas,54000
Panevėžys,1964,"42,56",2,"29,79",5,Mūrinis,Centrinis,Įrengtas,42000
Šiauliai,1969,48,2,"25,92",3,Blokinis,Centrinis,Įrengtas,51150
Akmenės r. sav.,1978,"61,24",3,,3,Blokinis,Centrinis,Įrengtas,30000
Vilniaus r. sav.,1982,"56,66",3,,2,Mūrinis,Centrinis,Įrengtas,83900
Vilniaus r. sav.,1982,"56,66",3,,2,Mūrinis,Centrinis,Įrengtas,83900
Šakių m.,1986,"62,78",3,,5,Blokinis,Centrinis,Įrengtas,50000
Kupiškio m.,1973,"48,3",2,,2,Mūrinis,Centrinis,Įrengtas,29500
Šiaulių r. sav.,1990,"69,3",3,,2,Mūrinis,Kietukuru,Įrengtas,20000
Šilutės m.,1890,53,2,,3,Mūrinis,"Elektra,kietukuru",Įrengtas,30000
Klaipėdos r. sav.,1970,"25,51",1,,4,Mūrinis,Centrinis,Įrengtas,28000
Vilnius,1961,"53,9",2,,3,Blokinis,Elektra,Įrengtas,107000
Neringos m.,2006,"42,23",2,,1,Mūrinis,Elektra,Įrengtas,156000
Vilnius,2007,"61,92",3,"24,15",10,Mūrinis,Centriniskolektorinis,Įrengtas,146000
Kaunas,1986,61,3,"36,60",3,Blokinis,Centrinis,Įrengtas,73000
Marijampolės m.,2008,58,2,,3,Blokinis,"Centrinis,elektra",Įrengtas,140000
Klaipėda,1968,"44,69",2,,1,Mūrinis,Centrinis,Įrengtas,58000
Šiauliai,1962,42,2,"36,12",3,Mūrinis,Centrinis,Įrengtas,42000
Alytus,1988,67,3,,2,Blokinis,Centrinis,Įrengtas,89000
Kaunas,1988,"66,47",3,,3,Mūrinis,Centrinis,Įrengtas,91500
Joniškio m.,1988,"43,98",2,,2,Mūrinis,Centrinis,Įrengtas,26000
Telšių m.,2000,"63,22",2,,3,Mūrinis,Centrinis,Įrengtas,41990
Vilnius,1970,"78,15",4,"39,86",4,Blokinis,Centrinis,Įrengtas,99700
Visagino m.,1982,"84,53",3,,1,Mūrinis,"Centrinis,elektra",Įrengtas,48300
Panevėžio r. sav.,1989,"53,18",2,,4,Mūrinis,Centrinis,Įrengtas,12000
Vilnius,2015,"69,66",3,"6,27",1,Blokinis,Centriniskolektorinis,Įrengtas,230000
Panevėžys,1900,100,4,"90,00",2,Mūrinis,Centrinis,Įrengtas,165000
Kaunas,1967,47,2,"18,33",2,Blokinis,Centrinis,Įrengtas,49900
Druskininkų m.,1978,"75,89",4,,2,Mūrinis,Centrinis,Įrengtas,69000
Klaipėda,1977,66,3,,6,Mūrinis,Centrinis,Įrengtas,89000
Mažeikių m.,1979,"81,08",4,,2,Blokinis,Centrinis,Įrengtas,74000
Kupiškio m.,1988,"47,43",2,,2,Mūrinis,Centrinis,Įrengtas,26000
Kaunas,2016,43,2,"9,46",3,Mūrinis,"Centriniskolektorinis,saulėsbaterijos",Įrengtas,119000
Panevėžys,1986,"63,77",3,"43,36",2,Blokinis,Centrinis,Įrengtas,61857
Vilnius,2008,100,3,,4,Mūrinis,Centriniskolektorinis,Įrengtas,425000
Vilnius,1981,166,4,"151,06",1,Mūrinis,"Centrinis,elektra",Įrengtas,330000
Mažeikių m.,1980,50,2,,5,Blokinis,Centrinis,Įrengtas,42500
Vilnius,1980,15,1,,4,Kita,Elektra,Įrengtas,39999
Jonavos m.,1964,"46,3",2,,5,Blokinis,Centrinis,Įrengtas,36500
Skuodo m.,1980,56,2,,4,Mūrinis,Centrinis,Įrengtas,27000
Alytus,1990,74,3,,9,Mūrinis,Centrinis,Įrengtas,69900
Vilnius,1974,"18,81",1,"15,80",8,Mūrinis,Centrinis,Įrengtas,45000
Vilniaus r. sav.,1988,"36,72",1,,2,Mūrinis,Centrinis,Įrengtas,50000
Vilkaviškio r. sav.,2016,26,1,,2,Mūrinis,Centrinis,Įrengtas,17790
Vilnius,2020,"32,34",1,,5,Mūrinis,Centriniskolektorinis,Įrengtas,91000
Panevėžys,1989,"63,74",3,"48,44",3,Mūrinis,Centrinis,Įrengtas,86000
Varėnos m.,1981,"68,93",3,,4,Mūrinis,Centrinis,Įrengtas,63000
Mažeikių m.,1984,32,1,,4,Mūrinis,Centrinis,Įrengtas,17300
Klaipėda,2018,"58,86",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,145000
Vilkaviškio r. sav.,1983,47,2,,2,Mūrinis,"Kietukuru,kita",Įrengtas,22000
Telšių m.,1966,"34,79",2,,5,Mūrinis,"Centrinis,centriniskolektorinis",Įrengtas,46000
Telšių m.,1973,"35,15",2,,5,Mūrinis,Centrinis,Įrengtas,24000
Vilnius,1973,"29,2",1,,4,Mūrinis,Centrinis,Įrengtas,42000
Elektrėnų m.,1970,"61,1",3,,4,Blokinis,Centrinis,Įrengtas,99000
Elektrėnų sav.,1965,"43,09",2,,2,Mūrinis,Centrinis,Įrengtas,69000
Panevėžys,1978,50,2,"27,00",4,Blokinis,Centrinis,Įrengtas,40000
Ignalinos m.,1988,38,2,,2,Blokinis,Centrinis,Įrengtas,27500
Kauno r. sav.,1992,52,2,,5,Mūrinis,Centrinis,Įrengtas,81000
Panevėžys,1991,"79,8",3,,2,Mūrinis,"Dujinis,kietukuru",Įrengtas,87600
Kėdainių m.,1969,"28,92",1,,1,Mūrinis,Centrinis,Įrengtas,26000
Mažeikių m.,1978,45,2,,2,Blokinis,Centrinis,Įrengtas,38000
Švenčionių m.,1997,"53,19",2,,2,Mūrinis,Centrinis,Įrengtas,39000
Palanga,2010,48,2,,5,Mūrinis,Centrinis,Įrengtas,210000
Kaišiadorių m.,1992,51,2,,3,Mūrinis,Centrinis,Įrengtas,65000
Panevėžys,1981,"49,36",2,"31,59",2,Mūrinis,Centrinis,Įrengtas,44000
Trakų m.,2008,"86,81",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,238000
Palanga,2021,"39,2",2,,2,Mūrinis,Elektra,Įrengtas,112000
Klaipėda,1976,"53,33",2,,5,Mūrinis,Centrinis,Įrengtas,46999
Vilnius,1966,"16,44",1,"9,21",0,Mūrinis,Elektra,Įrengtas,19900
Vilnius,1979,69,3,"39,33",5,Mūrinis,Centrinis,Įrengtas,185000
Biržų m.,1972,80,4,,2,Mūrinis,Centrinis,Įrengtas,65000
Vilnius,1991,18,2,,4,Mūrinis,Elektra,Įrengtas,58000
Palanga,1997,"28,32",2,,1,Mūrinis,Centrinis,Įrengtas,68000
Vilnius,2014,46,2,,1,Mūrinis,Dujinis,Įrengtas,145000
Klaipėda,1985,77,3,,4,Blokinis,Centrinis,Įrengtas,65000
Vilnius,1958,"76,5",3,,3,Mūrinis,Centrinis,Įrengtas,174500
Elektrėnų m.,1983,68,3,,7,Blokinis,Centrinis,Įrengtas,75000
Kaunas,2020,77,3,,3,Mūrinis,Dujinis,Įrengtas,136900
Palanga,1967,"55,53",3,,3,Mūrinis,Kita,Įrengtas,160000
Radviliškio r. sav.,1980,45,3,,2,Mūrinis,Centrinis,Įrengtas,5000
Kėdainių m.,1961,"43,1",2,,3,Mūrinis,Centrinis,Įrengtas,26000
Kaunas,1930,164,4,,3,Mūrinis,Dujinis,Įrengtas,268000
Vilnius,2018,82,3,"24,60",2,Monolitinis,Centriniskolektorinis,Įrengtas,380000
Širvintų m.,1986,74,3,,5,Blokinis,Centrinis,Įrengtas,58000
Vilnius,2019,69,3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,465000
Kaunas,1991,"49,66",2,"26,32",5,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1988,"77,99",3,,1,Blokinis,Centrinis,Įrengtas,60000
Kėdainių m.,1994,"63,81",3,,1,Mūrinis,Centrinis,Įrengtas,67000
Kazlų Rūdos m.,1967,"46,7",3,,2,Mūrinis,Kietukuru,Įrengtas,25500
Kaunas,1983,47,2,,3,Mūrinis,Centrinis,Įrengtas,75000
Vilnius,1992,"34,18",1,"24,95",8,Mūrinis,Centrinis,Įrengtas,63000
Kaunas,1985,"49,35",2,,1,Blokinis,"Centrinis,elektra",Įrengtas,79540
Palanga,1987,"21,5",1,,1,Mūrinis,"Elektra,aeroterminis",Įrengtas,43860
Vilnius,1973,"63,6",3,,6,Blokinis,Centrinis,Įrengtas,89000
Vilnius,1940,86,3,"54,18",3,Mūrinis,Centriniskolektorinis,Įrengtas,241000
Ignalinos r. sav.,1980,"69,81",3,,1,Blokinis,Centrinis,Įrengtas,15555
Palanga,2016,42,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,199000
Tauragės m.,1970,"51,51",2,,4,Mūrinis,Centrinis,Įrengtas,45000
Mažeikių m.,1972,"30,51",1,,4,Blokinis,Centrinis,Įrengtas,26500
Vilnius,1960,46,2,"32,20",4,Blokinis,Centrinis,Įrengtas,98000
Joniškio r. sav.,1945,56,2,,1,Rąstinis,Kietukuru,Įrengtas,16000
Kauno r. sav.,1955,"66,8",3,,1,Mūrinis,Dujinis,Įrengtas,59000
Šiauliai,1986,54,2,"31,32",8,Blokinis,Centrinis,Įrengtas,56000
Jonavos m.,1979,"52,53",2,,2,Mūrinis,Centrinis,Įrengtas,49000
Akmenės r. sav.,1992,33,1,,5,Blokinis,Centrinis,Įrengtas,8000
Vilnius,1960,43,2,,1,Mūrinis,Dujinis,Įrengtas,68000
Palanga,1979,"52,48",2,,1,Mūrinis,Centrinis,Įrengtas,84000
Kauno r. sav.,1989,"36,76",2,,1,Blokinis,Centrinis,Įrengtas,41800
Klaipėda,2006,67,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111500
Šiauliai,1972,"18,82",1,"13,36",4,Mūrinis,Centrinis,Įrengtas,11000
Prienų m.,1970,28,1,,2,Karkasinis,Kietukuru,Įrengtas,18000
Kaunas,1982,"35,09",2,"19,30",5,Mūrinis,Centrinis,Įrengtas,42500
Panevėžys,1971,"38,59",2,"27,78",4,Blokinis,Centrinis,Įrengtas,28800
Neringos m.,2020,48,3,,3,Mūrinis,Aeroterminis,Įrengtas,250000
Šiauliai,2007,"86,75",3,,2,Mūrinis,Dujinis,Įrengtas,150000
Vilnius,2019,41,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,141500
Klaipėda,2017,86,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,200000
Panevėžys,1977,"50,04",2,"24,02",2,Blokinis,Centrinis,Įrengtas,60000
Klaipėda,1974,64,3,,9,Blokinis,Centrinis,Įrengtas,77700
Vilnius,2006,"106,18",4,,3,Mūrinis,Centriniskolektorinis,Įrengtas,279000
Vilnius,1989,"51,51",2,,3,Blokinis,Centrinis,Įrengtas,87000
Vilnius,1994,"70,89",3,"15,60",9,Monolitinis,Centrinis,Įrengtas,109000
Vilnius,1992,"66,73",3,,3,Blokinis,Centrinis,Įrengtas,108000
Mažeikių m.,1978,"50,45",2,,5,Blokinis,Centrinis,Įrengtas,38000
Kaunas,2018,"68,07",3,"14,29",1,Mūrinis,Centriniskolektorinis,Įrengtas,229000
Vilnius,1985,33,1,,10,Mūrinis,Centrinis,Įrengtas,57000
Mažeikių m.,1990,45,2,,1,Blokinis,Centrinis,Įrengtas,49000
Raseinių r. sav.,1993,"81,33",4,,3,Mūrinis,Centrinis,Įrengtas,42000
Kėdainių m.,1974,48,2,,2,Blokinis,Centrinis,Įrengtas,42300
Vilnius,1995,"36,02",2,,4,Monolitinis,Centrinis,Įrengtas,85000
Varėnos m.,1992,"52,65",2,,1,Mūrinis,Centrinis,Įrengtas,43000
Klaipėda,1981,48,2,,1,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1963,16,1,,3,Mūrinis,Centrinis,Įrengtas,24000
Alytus,1964,29,1,,2,Mūrinis,Centrinis,Įrengtas,28900
Druskininkų m.,1962,11,1,,1,Mūrinis,Centrinis,Įrengtas,22000
Utenos r. sav.,1987,53,2,,1,Blokinis,Kietukuru,Įrengtas,20000
Šalčininkų m.,1991,78,4,,4,Kita,Centrinis,Įrengtas,90001
Molėtų m.,1966,26,1,,1,Mūrinis,Centrinis,Įrengtas,34900
Vilnius,1991,"82,16",4,,1,Monolitinis,Centrinis,Įrengtas,180000
Panevėžys,1971,"44,43",2,"24,44",2,Blokinis,Centrinis,Įrengtas,55500
Vilnius,1970,"63,5",3,"43,18",3,Blokinis,Centrinis,Įrengtas,99000
Palanga,2020,25,2,,1,Mūrinis,Elektra,Įrengtas,105000
Klaipėda,1987,"52,6",2,,5,Mūrinis,Centrinis,Įrengtas,55000
Pasvalio r. sav.,1965,55,3,,3,Mūrinis,Centrinis,Įrengtas,42000
Vilnius,1980,71,3,"52,54",1,Monolitinis,Centrinis,Įrengtas,117000
Kazlų Rūdos m.,1987,"50,09",2,,3,Blokinis,Centrinis,Įrengtas,21500
Marijampolės m.,1963,"20,71",2,,4,Mūrinis,Centrinis,Įrengtas,8500
Varėnos m.,1985,"51,23",2,,4,Blokinis,Centrinis,Įrengtas,36477
Radviliškio r. sav.,1993,"55,05",2,,1,Mūrinis,Centrinis,Įrengtas,6900
Kaunas,1970,"61,3",3,,2,Blokinis,Centrinis,Įrengtas,83000
Kretingos r. sav.,1980,"82,9",4,,1,Mūrinis,"Centrinis,kietukuru",Įrengtas,61900
Klaipėda,2007,83,3,,1,Mūrinis,Centrinis,Įrengtas,139000
Mažeikių m.,1971,"66,12",3,,1,Mūrinis,Centrinis,Įrengtas,44500
Vilnius,1995,44,2,"26,84",5,Blokinis,Centrinis,Įrengtas,83000
Vilnius,1972,94,3,"49,82",3,Mūrinis,Centrinis,Įrengtas,283000
Vilnius,1985,29,1,"21,17",6,Blokinis,Centrinis,Įrengtas,62000
Šakių m.,1980,48,2,,1,Mūrinis,Centrinis,Įrengtas,33999
Kelmės m.,1989,"65,08",3,,2,Mūrinis,"Elektra,kita",Įrengtas,35000
Vilnius,2005,"39,41",1,"18,13",2,Mūrinis,Centriniskolektorinis,Įrengtas,96999
Šakių r. sav.,1976,"36,23",2,,1,Mūrinis,Kietukuru,Įrengtas,4500
Palanga,2021,"28,83",1,,3,Mūrinis,Elektra,Įrengtas,98000
Jonavos m.,1969,"29,81",1,,4,Mūrinis,Centrinis,Įrengtas,15000
Kaunas,1974,"73,12",4,"29,25",5,Mūrinis,Centrinis,Įrengtas,105000
Klaipėda,1970,34,2,,3,Mūrinis,Centrinis,Įrengtas,43500
Alytus,1980,65,3,,5,Blokinis,Centrinis,Įrengtas,48000
Kaunas,2020,60,3,"17,40",1,Mūrinis,Centriniskolektorinis,Įrengtas,155000
Šiauliai,1966,"43,98",2,"21,55",5,Blokinis,Centrinis,Įrengtas,49500
Šiauliai,1966,42,2,"25,62",4,Mūrinis,Centrinis,Įrengtas,58000
Vilnius,2020,71,3,,2,Monolitinis,Centriniskolektorinis,Įrengtas,480000
Klaipėda,1963,16,1,,3,Mūrinis,Centrinis,Įrengtas,30000
Vilnius,1975,"35,09",1,"30,88",5,Blokinis,Centrinis,Įrengtas,80900
Kaunas,2008,"52,49",2,"12,07",8,Mūrinis,Centriniskolektorinis,Įrengtas,92000
Šiauliai,1983,"50,2",2,"25,60",2,Blokinis,Centrinis,Įrengtas,54000
Vilnius,1990,"50,16",2,"38,62",8,Blokinis,Centrinis,Įrengtas,85000
Vilnius,1981,62,3,"54,56",1,Blokinis,Centrinis,Įrengtas,111000
Birštono m.,1996,"93,84",3,,4,Mūrinis,Centrinis,Įrengtas,95500
Visagino m.,1977,"110,56",6,,1,Blokinis,Centrinis,Įrengtas,49000
Kaunas,2008,36,2,,8,Mūrinis,Centriniskolektorinis,Įrengtas,74900
Kaunas,2008,45,2,,4,Mūrinis,Dujinis,Įrengtas,98000
Kėdainių m.,1964,51,3,,3,Mūrinis,Centrinis,Įrengtas,37300
Jonavos m.,1991,"49,5",2,,4,Mūrinis,Centrinis,Įrengtas,60000
Trakų r. sav.,1940,50,2,,2,Mūrinis,"Kietukuru,kita",Įrengtas,43000
Vilnius,1966,"28,45",1,"21,05",4,Mūrinis,Centrinis,Įrengtas,66900
Klaipėda,1992,50,2,,5,Mūrinis,Centrinis,Įrengtas,57000
Klaipėda,2006,68,3,,5,Monolitinis,Centriniskolektorinis,Įrengtas,155000
Raseinių r. sav.,1970,33,1,,4,Mūrinis,Centrinis,Įrengtas,30000
Vilnius,1987,83,4,,5,Blokinis,Centrinis,Įrengtas,115000
Vilnius,1959,56,2,"16,24",2,Mūrinis,Centrinis,Įrengtas,120000
Vilnius,1984,25,1,,3,Mūrinis,Elektra,Įrengtas,67000
Vilnius,1940,"40,6",3,,1,Mūrinis,Kietukuru,Įrengtas,90000
Kauno r. sav.,1980,50,2,,2,Mūrinis,Centrinis,Įrengtas,29990
Vilnius,1980,36,1,,1,Blokinis,Centrinis,Įrengtas,65000
Vilnius,1986,"39,11",1,"31,68",3,Mūrinis,Centrinis,Įrengtas,93800
Utenos m.,1974,"66,22",3,,2,Blokinis,Centrinis,Įrengtas,65750
Vilnius,2006,60,2,,13,Mūrinis,Centriniskolektorinis,Įrengtas,180000
Vilnius,2013,"83,85",3,,1,Mūrinis,Centrinis,Įrengtas,267000
Vilnius,1985,"66,24",3,"39,08",1,Blokinis,Centrinis,Įrengtas,92000
Vilnius,2012,80,3,"32,00",5,Mūrinis,Centrinis,Įrengtas,149000
Alytus,1968,41,2,,2,Mūrinis,Centrinis,Įrengtas,38500
Palanga,2001,21,1,,1,Mūrinis,Elektra,Įrengtas,49500
Elektrėnų m.,1984,"62,19",3,,1,Blokinis,Centrinis,Įrengtas,70500
Vilnius,2004,"58,24",3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,119000
Palanga,2007,49,2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,169000
Vilnius,1959,74,3,,4,Mūrinis,Centrinis,Įrengtas,155000
Vilnius,1974,18,1,"15,12",3,Mūrinis,Centrinis,Įrengtas,38500
Palanga,2019,42,2,,2,Mūrinis,Geoterminis,Įrengtas,331800
Kėdainių m.,1978,64,3,,4,Blokinis,Centrinis,Įrengtas,43500
Panevėžys,1958,"40,13",2,"33,71",3,Mūrinis,"Centrinis,elektra",Įrengtas,52000
Klaipėda,2008,"140,22",3,,28,Monolitinis,Centriniskolektorinis,Įrengtas,320000
Akmenės r. sav.,1965,37,2,,2,Mūrinis,Centrinis,Įrengtas,13900
Vilnius,2011,42,2,,7,Mūrinis,Centrinis,Įrengtas,95000
Vilnius,2020,40,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,150000
Kaunas,2019,96,3,,3,Mūrinis,Dujinis,Įrengtas,199999
Telšių m.,1992,"64,64",3,,4,Blokinis,Dujinis,Įrengtas,51000
Vilnius,2002,"76,5",3,"30,60",9,Mūrinis,Centriniskolektorinis,Įrengtas,315000
Tauragės m.,1976,"53,49",2,,3,Mūrinis,Centrinis,Įrengtas,31000
Neringos m.,1989,130,5,,1,Mūrinis,Centrinis,Įrengtas,454000
Kaunas,2002,80,2,"22,40",4,Mūrinis,Centriniskolektorinis,Įrengtas,149000
Klaipėda,2016,55,2,,3,Mūrinis,Dujinis,Įrengtas,115000
Vilnius,2007,"56,61",3,"22,08",1,Mūrinis,Centriniskolektorinis,Įrengtas,184000
Panevėžys,1985,50,2,"26,50",4,Blokinis,Centrinis,Įrengtas,57000
Vilnius,2020,71,3,,3,Mūrinis,"Centrinis,centriniskolektorinis",Įrengtas,330000
Kaišiadorių r. sav.,1987,65,3,,3,Mūrinis,Dujinis,Įrengtas,51000
Kaunas,2007,"77,19",3,,1,Mūrinis,Dujinis,Įrengtas,139900
Akmenės r. sav.,1976,"47,89",2,,4,Blokinis,Centrinis,Įrengtas,15500
Vilnius,2001,"77,25",3,,3,Mūrinis,Dujinis,Įrengtas,205000
Kauno r. sav.,1996,80,3,,4,Mūrinis,Centrinis,Įrengtas,110000
Druskininkų m.,1984,"52,19",2,,4,Mūrinis,Centrinis,Įrengtas,56000
Marijampolės m.,1978,"58,94",3,,4,Blokinis,Centrinis,Įrengtas,52000
Šilutės m.,1972,"47,38",2,,3,Blokinis,Centrinis,Įrengtas,37500
Vilnius,1964,57,3,"33,06",4,Blokinis,Centrinis,Įrengtas,97000
Šilutės m.,1990,"54,87",2,,3,Blokinis,Centrinis,Įrengtas,47000
Palanga,2020,27,2,,2,Monolitinis,Dujinis,Įrengtas,122999
Vilnius,1971,49,2,"25,48",7,Blokinis,Centrinis,Įrengtas,82000
Vilnius,1990,36,1,,8,Mūrinis,Centrinis,Įrengtas,55500
Vilnius,2007,"67,42",3,,1,Mūrinis,Centrinis,Įrengtas,120000
Alytus,1987,"70,36",3,,5,Mūrinis,Centrinis,Įrengtas,61000
Kretingos m.,1979,45,2,,4,Monolitinis,Centrinis,Įrengtas,63000
Vilnius,2020,"36,01",2,,4,Mūrinis,Centriniskolektorinis,Įrengtas,99500
Alytus,1974,"32,97",1,,3,Blokinis,Centrinis,Įrengtas,28000
Tauragės m.,1920,"27,15",1,,1,Rąstinis,Centrinis,Įrengtas,26500
Alytus,1977,"63,64",3,,2,Medinis,Kietukuru,Įrengtas,25000
Vilnius,1986,66,3,"43,56",3,Kita,Centrinis,Įrengtas,110000
Klaipėda,1968,71,4,,4,Mūrinis,Centrinis,Įrengtas,60000
Vilnius,1940,107,4,"63,13",3,Mūrinis,Centrinis,Įrengtas,429000
Vilnius,2017,92,3,"2,76",1,Mūrinis,Centriniskolektorinis,Įrengtas,515000
Vilnius,2017,92,3,"2,76",1,Mūrinis,Centriniskolektorinis,Įrengtas,515000
Neringos m.,1987,"23,98",1,,2,Mūrinis,"Elektra,kita",Įrengtas,166845
Vilnius,2012,"49,65",2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,155000
Kaunas,2008,"54,13",2,"12,45",1,Mūrinis,Centriniskolektorinis,Įrengtas,140000
Akmenės r. sav.,1976,"62,18",3,,5,Blokinis,Centrinis,Įrengtas,16000
Druskininkų m.,1986,95,4,,4,Mūrinis,Centrinis,Įrengtas,65000
Vilnius,2007,97,3,"44,62",6,Monolitinis,Centriniskolektorinis,Įrengtas,364000
Šiauliai,1966,44,2,"24,64",4,Blokinis,Centrinis,Įrengtas,45000
Vilnius,2008,56,2,,6,Mūrinis,Centriniskolektorinis,Įrengtas,163000
Palanga,2015,39,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,115000
Kauno r. sav.,1992,80,4,,4,Blokinis,Centrinis,Įrengtas,99900
Kėdainių r. sav.,1974,"54,35",3,,2,Mūrinis,Centrinis,Įrengtas,22000
Palanga,1985,68,3,,3,Mūrinis,Centrinis,Įrengtas,95000
Šiauliai,1980,45,2,,1,Mūrinis,Centrinis,Įrengtas,58000
Panevėžys,1986,"36,92",2,"24,74",2,Mūrinis,Centrinis,Įrengtas,35000
Kaunas,1982,50,2,"30,00",1,Blokinis,Centrinis,Įrengtas,60000
Vilnius,1984,"36,45",1,"24,79",8,Blokinis,Centrinis,Įrengtas,63000
Palanga,1998,90,4,,1,Mūrinis,"Elektra,aeroterminis",Įrengtas,149900
Šiaulių r. sav.,1983,52,2,,1,Blokinis,Centrinis,Įrengtas,27000
Vilnius,1940,44,1,,2,Mūrinis,"Centrinis,centriniskolektorinis",Įrengtas,194000
Vilnius,1960,"43,62",2,,5,Blokinis,Centrinis,Įrengtas,79500
Klaipėda,1111,46,2,,3,Mūrinis,Centrinis,Įrengtas,59900
Vilnius,1987,"36,5",1,"27,01",3,Blokinis,Centrinis,Įrengtas,65700
Kaunas,2006,74,3,,7,Mūrinis,Geoterminis,Įrengtas,135000
Šiauliai,1986,"50,12",2,"26,06",4,Blokinis,Centrinis,Įrengtas,44900
Klaipėda,2006,87,2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,135000
Alytus,1980,48,2,,5,Blokinis,Centrinis,Įrengtas,41900
Vilnius,1970,"47,5",2,,4,Blokinis,Centrinis,Įrengtas,77000
Kaunas,1977,"34,63",2,"14,89",1,Mūrinis,Centrinis,Įrengtas,53500
Klaipėda,1981,64,3,,6,Blokinis,Centrinis,Įrengtas,79000
Vilnius,2006,"37,15",1,,5,Mūrinis,Centriniskolektorinis,Įrengtas,86500
Kauno r. sav.,2021,58,2,,2,Mūrinis,Dujinis,Įrengtas,75700
Jonavos m.,1985,"50,74",2,,7,Mūrinis,Centrinis,Įrengtas,59850
Alytus,1965,53,3,,4,Mūrinis,Centrinis,Įrengtas,81000
Klaipėda,1968,35,2,,3,Mūrinis,Centrinis,Įrengtas,50000
Klaipėda,1985,"42,94",1,,4,Blokinis,Centrinis,Įrengtas,49500
